,timestamp,is_fix,gaze_smooth_x,gaze_smooth_y,gaze_raw_x,gaze_raw_y,lefteye_smooth_x,lefteye_smooth_y,lefteye_raw_x,lefteye_raw_y,lefteye_psize,lefteye_p_x,lefteye_p_y,righteye_smooth_x,righteye_smooth_y,righteye_raw_x,righteye_raw_y,righteye_psize,righteye_p_x,righteye_p_y
68,2023-01-17 20:22:12.990,False,1414.4314,713.9575,1415.668,720.7064,1418.8621,736.9391,1429.8929,732.8173,33.5579,0.3551,0.4836,1410.0007,690.9758,1401.443,708.5955,34.6203,0.6021,0.5074
69,2023-01-17 20:22:13.024,False,1408.7518,716.8417,1383.1848,740.8995,1410.3232,746.3843,1393.2979,765.1757,34.7015,0.3555,0.4839,1397.6244,699.5914,1373.0718,716.6234,34.1189,0.6025,0.5076
70,2023-01-17 20:22:13.057,False,1405.5459,718.9397,1387.8,735.8256,1404.9736,751.1621,1389.188,765.2041,34.0946,0.3559,0.4836,1394.7383,701.3755,1386.412,706.447,33.9228,0.6029,0.5074
71,2023-01-17 20:22:13.090,False,1401.6697,714.6617,1177.4053,720.4893,1319.0045,748.3641,981.8423,737.1211,34.16,0.356,0.4829,1390.2545,701.9335,1372.9681,703.8575,34.2716,0.6029,0.5071
72,2023-01-17 20:22:13.124,False,1399.2472,712.1105,1389.2722,726.2926,1389.6683,749.4886,1389.6683,749.4886,34.4952,0.3559,0.4827,1389.9304,702.1805,1388.8761,703.0966,34.1658,0.6028,0.5068
73,2023-01-17 20:22:13.156,True,1390.9535,712.9178,1344.5867,704.5424,1339.834,722.838,1339.834,722.838,34.3969,0.3549,0.4822,1383.8612,699.8717,1349.3392,686.2468,33.9372,0.6019,0.5061
74,2023-01-17 20:22:13.190,False,1214.5248,696.4096,1128.5908,646.3256,1214.5248,696.4096,1089.5349,670.0485,35.0545,0.3513,0.481,1167.6469,622.6025,1167.6469,622.6025,32.7833,0.5985,0.5047
75,2023-01-17 20:22:13.223,False,1172.0929,647.3112,1133.9348,633.4169,1175.3979,678.527,1098.2755,643.1227,35.037,0.3505,0.4808,1169.5941,623.7111,1169.5941,623.7111,32.9652,0.598,0.5046
76,2023-01-17 20:22:13.256,False,1167.5812,651.338,1140.438,643.1393,1157.795,673.9955,1106.8229,660.9623,35.0075,0.3498,0.4807,1171.8264,624.5147,1174.053,625.3163,32.5127,0.5975,0.5045
77,2023-01-17 20:22:13.290,False,1162.1906,658.6025,1171.8307,638.2974,1151.5002,673.019,1128.5054,669.714,34.6495,0.3492,0.4809,1186.3348,618.6131,1215.156,606.8807,31.9868,0.5971,0.5044
78,2023-01-17 20:22:13.323,False,1167.5577,649.9666,1143.5283,656.3241,1111.9012,671.663,1111.9012,671.663,34.6963,0.3482,0.4814,1183.5731,624.2347,1175.1553,640.9852,32.4367,0.596,0.5049
79,2023-01-17 20:22:13.357,False,1160.7866,648.5317,1138.048,643.4872,1093.4633,657.7009,1093.4633,657.7009,35.8374,0.347,0.4815,1183.411,625.275,1182.6327,629.2736,33.0872,0.595,0.5048
80,2023-01-17 20:22:13.390,False,1090.7686,650.2959,1117.4785,628.0098,1090.7686,650.2959,1088.0807,642.9097,35.6811,0.3455,0.4809,1146.8765,613.1098,1146.8765,613.1098,32.305,0.5934,0.5041
81,2023-01-17 20:22:13.423,False,1123.6865,626.8912,1111.7798,636.3557,1087.1208,653.6887,1079.8855,660.4684,35.8711,0.3443,0.4806,1143.6742,612.243,1143.6742,612.243,32.2201,0.5921,0.5035
82,2023-01-17 20:22:13.457,False,1152.1711,592.6971,1217.3978,505.0743,0.0,0.0,0.0,0.0,35.9943,0.3431,0.4801,1180.583,558.5903,1217.3978,505.0743,31.9758,0.5911,0.5028
83,2023-01-17 20:22:13.490,False,1148.9698,593.6872,1108.0082,619.5707,1082.8677,650.7401,1070.3265,641.9846,35.8087,0.3422,0.48,1168.9651,571.4095,1145.6898,597.1568,32.1151,0.59,0.5024
84,2023-01-17 20:22:13.523,False,1152.4594,590.4424,912.1365,631.2289,1001.0438,651.1922,680.1119,653.0405,36.244,0.3413,0.4796,1162.7108,580.9778,1144.1611,609.4174,31.9781,0.5892,0.5021
85,2023-01-17 20:22:13.557,False,1154.6187,588.7358,1123.0261,605.1248,1082.2397,623.0468,1082.2397,623.0468,36.1161,0.3407,0.4794,1162.8979,582.2857,1163.8126,587.2027,31.6582,0.5885,0.5016
86,2023-01-17 20:22:13.590,True,1152.1277,593.6029,1157.4502,624.9699,1123.0974,635.1902,1123.0974,635.1902,36.3633,0.341,0.4794,1167.7996,587.8702,1191.8029,614.7496,32.2738,0.5887,0.5016
87,2023-01-17 20:22:13.623,True,1152.7104,596.5963,1161.0027,637.994,1136.7112,647.3983,1150.2902,659.5754,36.3311,0.3413,0.4792,1168.406,592.183,1171.7151,616.4127,32.5617,0.5885,0.5016
88,2023-01-17 20:22:13.657,True,1152.911,599.6213,1159.4858,620.916,1140.0017,643.2426,1146.4719,634.9219,36.5745,0.3416,0.479,1168.9733,594.2482,1172.4996,606.91,32.9086,0.5888,0.5017
89,2023-01-17 20:22:13.690,True,1153.3823,601.846,1159.7521,624.9187,1139.4827,648.397,1137.8263,663.6796,35.927,0.342,0.4791,1170.5037,593.4517,1181.6779,586.1578,32.1741,0.5891,0.5016
90,2023-01-17 20:22:13.723,True,1155.6512,604.748,1284.2002,628.9778,1169.5632,646.0366,1287.5195,636.6213,36.2356,0.3447,0.4786,1182.4059,596.5636,1280.8809,621.3342,33.9391,0.5913,0.5018
91,2023-01-17 20:22:13.756,True,1156.7417,606.8577,1412.8118,613.5964,1433.738,614.9595,1433.738,614.9595,35.886,0.3473,0.4784,1391.8856,612.2333,1391.8856,612.2333,34.1313,0.5935,0.5017
92,2023-01-17 20:22:13.790,False,1404.0164,640.3074,1404.0164,640.3074,1411.9672,652.6658,1411.9672,652.6658,36.3324,0.348,0.4784,1396.0654,627.949,1396.0654,627.949,34.264,0.5943,0.5018
93,2023-01-17 20:22:13.823,False,1446.8628,574.2452,1497.5306,520.6783,0.0,0.0,0.0,0.0,36.5062,0.3487,0.4784,1446.8628,574.2452,1497.5306,520.6783,34.3508,0.5952,0.5017
94,2023-01-17 20:22:13.856,False,1435.0265,594.1733,1403.9471,637.5942,1410.2643,645.9438,1408.5658,639.239,36.4293,0.3496,0.4786,1431.0367,594.8098,1399.3285,635.9496,35.0185,0.596,0.5023
95,2023-01-17 20:22:13.890,False,1426.4596,594.3958,1343.0813,604.7127,1386.9231,635.5563,1340.5458,614.9473,36.7966,0.3493,0.4787,1409.4945,594.737,1345.6167,594.4781,34.7209,0.5958,0.5023
96,2023-01-17 20:22:13.923,False,1407.1035,594.1292,1115.6882,593.981,1318.1655,626.7059,1114.6871,600.658,36.4983,0.3464,0.4785,1349.9086,593.2361,1116.6895,587.3039,34.0928,0.5929,0.5021
97,2023-01-17 20:22:13.956,False,1380.3309,599.788,1107.3145,603.7673,1276.0212,621.905,1113.0297,603.5139,36.6378,0.3469,0.4789,1101.5994,604.0207,1101.5994,604.0207,33.9946,0.5937,0.5026
98,2023-01-17 20:22:13.989,False,1082.8054,601.2773,1093.0359,598.6882,1103.2662,596.0992,1103.2662,596.0992,36.4731,0.3475,0.479,1082.8054,601.2773,1082.8054,601.2773,34.5794,0.5941,0.503
99,2023-01-17 20:22:14.023,False,1088.9911,601.8209,1091.8894,595.306,1089.1423,607.3168,1089.1423,607.3168,36.2484,0.3479,0.4793,1088.7284,592.2748,1094.6364,583.2953,33.3454,0.5946,0.503
100,2023-01-17 20:22:14.056,False,1089.6368,600.3622,1093.5435,598.4979,1086.0632,609.1241,1082.9919,610.9268,36.1586,0.348,0.4793,1093.8824,590.1823,1104.0948,586.0692,33.647,0.595,0.5031
101,2023-01-17 20:22:14.089,False,1091.5928,598.291,1107.2203,584.5759,1094.0914,607.7819,1110.0615,605.1052,36.6958,0.3483,0.4793,1096.5573,583.5707,1104.3792,564.0466,34.2353,0.5951,0.5031
102,2023-01-17 20:22:14.123,False,1107.0652,591.6638,1373.85,527.1347,0.0,0.0,0.0,0.0,36.2411,0.3519,0.4801,1152.9021,572.0555,1373.85,527.1347,34.7671,0.5979,0.504
103,2023-01-17 20:22:14.157,False,1118.6775,597.7607,1362.9067,666.0651,1163.7562,621.9243,1370.1786,663.8621,35.9171,0.352,0.4803,1355.6348,668.268,1355.6348,668.268,34.9922,0.5985,0.5046
104,2023-01-17 20:22:14.190,False,1360.9128,638.4075,1173.4386,662.2065,1128.0974,635.0203,985.9643,686.0056,35.6521,0.3517,0.4804,1360.9128,638.4075,1360.9128,638.4075,35.2646,0.5982,0.5041
105,2023-01-17 20:22:14.223,False,1351.066,644.3455,1352.8318,666.6642,1364.4192,683.0602,1364.4192,683.0602,35.934,0.3512,0.4804,1351.066,644.3455,1341.2443,650.2682,34.7162,0.5979,0.5039
106,2023-01-17 20:22:14.256,False,1350.928,649.7459,1349.0669,653.9741,1352.2733,667.0705,1352.2733,667.0705,35.9076,0.3509,0.4803,1349.3069,643.1947,1345.8604,640.8778,35.0251,0.5976,0.5036
107,2023-01-17 20:22:14.290,False,1385.2472,649.3374,1534.0839,623.043,1453.4508,648.4984,1554.3704,629.9734,35.7801,0.3537,0.48,1390.7776,636.3668,1513.7974,616.1126,35.0045,0.5999,0.5034
108,2023-01-17 20:22:14.323,False,1412.4342,644.9996,1546.4033,607.5227,1492.5156,632.119,1569.6365,599.6622,35.346,0.3538,0.4798,1417.8983,632.0668,1523.1703,615.3832,35.1672,0.6003,0.5036
109,2023-01-17 20:22:14.356,False,1418.1185,644.2853,1629.7169,517.627,0.0,0.0,0.0,0.0,36.3759,0.3539,0.4801,1629.7169,517.627,1629.7169,517.627,33.267,0.6006,0.5037
110,2023-01-17 20:22:14.390,False,1523.2495,636.1835,1550.8939,640.8012,1511.8859,635.1516,1568.2183,644.4819,36.0283,0.3541,0.4799,1533.5696,637.1205,1533.5696,637.1205,33.121,0.6009,0.5038
111,2023-01-17 20:22:14.423,False,1518.4465,636.9634,1522.7195,639.1568,1518.155,635.2314,1541.1143,635.7853,36.0483,0.3541,0.4798,1518.9285,639.8279,1504.3246,642.5283,33.4568,0.6008,0.5036
112,2023-01-17 20:22:14.456,False,1521.5249,633.4717,1538.4032,631.2365,1540.8745,652.0511,1540.8745,652.0511,36.3801,0.3542,0.4795,1524.5956,629.9888,1535.9319,610.4219,33.2122,0.6011,0.5029
113,2023-01-17 20:22:14.489,False,1532.6151,621.5281,1643.6912,502.548,0.0,0.0,0.0,0.0,36.2054,0.3544,0.4788,1554.6385,597.8102,1643.6912,502.548,32.8636,0.6012,0.5025
114,2023-01-17 20:22:14.522,False,1536.5313,620.8685,1529.2283,630.1979,1550.1179,632.1758,1550.1179,632.1758,35.7688,0.3546,0.4783,1545.4218,603.763,1508.3385,628.2199,33.2738,0.6012,0.5022
115,2023-01-17 20:22:14.556,False,1538.3412,623.5406,1523.8228,633.3779,1545.1497,634.2403,1540.1943,636.2996,36.123,0.3546,0.4781,1507.451,630.4562,1507.451,630.4562,33.5889,0.6011,0.5019
116,2023-01-17 20:22:14.589,True,1519.4811,630.138,1454.4028,694.3848,1523.8063,665.1194,1481.4152,726.4749,36.1554,0.3535,0.4787,1427.3904,662.2947,1427.3904,662.2947,33.0712,0.6001,0.5023
